"","name","price","type","effect","volume","SPF","PA","skin_type","character","brand","sell"
"553","비오젬 SSC RDA 퍼펙트 선프로텍트 크림","15,000","튜브형","영양공급, 피부활력, 피부보호","100ml(g)","46","PA++","모든피부용","자외선차단","비오젬","11"
"554","사임당 사로매 데일리썬 ","23,210","튜브형","수분공급, 생기부여, 피부유연, 피부탄력, 유수분밸런스조절","50ml(g)","42","PA+++","모든피부용","자외선차단","사임당","15"
"555","스킨푸드 미라클 푸드 10 솔루션 선 에센스","11,790",NA,"화이트닝","50ml(g)","50","PA+++",NA,"자외선차단, 주름개선","스킨푸드","28"
"556","로제 오퍼스 로맨틱 선크림","21,340","크림형",NA,"80ml(g)","SPF50+","PA+++","모든피부용","자외선차단","로제","8"
"557","멘소래담 아크네스 약용 UV 틴트 밀크","10,900",NA,"피부보호","30ml(g)","50","PA++","모든피부용","자외선차단, 비타민 함유","멘소래담","9"
"558","더페이스샵 내추럴 선 에코 아이스 바디 퍼프 선 ","6,450",NA,"수분공급, 백탁현상방지","150ml(g)","50","PA+++",NA,"자외선차단, 파라벤 프리, 쿨링감, 무동물성원료","더페이스샵","70"
"559","더마하우스 멜라스톱 화이트닝 선크림","4,820","튜브형","수분공급, 피부보호, 화이트닝","50ml(g)","50","PA+++","모든피부용","자외선차단, 밀착력, 발림성, 주름개선, 메이크업베이스 겸용","더마하우스","45"
"560","투쿨포스쿨 마일드 시카 선 로션 ","17,270","로션형","수분공급, 피부보호, 피부진정","100ml(g)","50","PA++++","모든피부용","자외선차단, 저자극, 무인공향","투쿨포스쿨","21"
"561","A.H.C 프리미엄 인텐스 선 크림","21,900","리퀴드형","피부보호, 피부탄력, 백탁현상방지","40ml(g)","50","PA+++","모든피부용","자외선차단","A.H.C","20"
"562","시세이도 에센스 UV 선스크린 아쿠아 부스터","24,790","크림형","수분공급, 피부보호","60ml(g)","50","PA++++","모든피부용","워터프루프, 자외선차단, 저자극","시세이도","21"
"563","아쿠탑 하이드레이팅 선 플루이드","14,330","크림형","수분공급, 백탁현상방지","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단"," 아쿠탑","4"
"564","더페이스샵 내추럴 선 에코 민감피부 안심 선","7,500",NA,NA,"50ml(g)","40","PA+++","민감성","자외선차단, 저자극","더페이스샵","19"
"565","한스킨 바이오 UV 쉴드 레포츠 선크림","9,800","크림형","수분공급, 영양공급, 피부진정","70ml(g)","SPF50+","PA+++","모든피부용","워터프루프, 자외선차단, 보습","한스킨","6"
"566","참존 탑뉴스 알바트로스 컬러 선로션","18,600","로션형","피부보호","70ml(g)","45","PA++","모든피부용","워터프루프, 자외선차단","참존","19"
"567","로레알파리 UV 퍼펙트 슈퍼 아쿠아 에센스","12,800",NA,"피부보호, 화이트닝","30ml(g)","50","PA++++","모든피부용","자외선차단","로레알파리","19"
"568","아꼬제 프로텍티브 썬 로션","21,250","크림형","수분공급, 백탁현상방지","50ml(g)","SPF32","PA++",NA,"자외선차단, 저자극"," 아꼬제","6"
"569","토소웅 핑크 에센스 톤 업 선쿠션","14,000","쿠션형","수분공급, 윤기부여, 피부보호, 피부유연, 피부탄력, 피부톤보정, 피부투명, 화이트닝, 피지조절","15ml(g)","50","PA+++","모든피부용","자외선차단, 주름개선","토소웅","14"
"570","메디플랜 센시티브 선크림","29,650","크림형","피부보호","60ml(g)","SPF50+","PA+++","민감성","자외선차단","메디플랜","1"
"571","라로슈포제 안뗄리오스 XL 스틱 프로텍션","17,700","스틱형",NA,"9ml(g)","50",NA,NA,"자외선차단","라로슈포제","31"
"572","로벡틴 스킨 이센셜즈 UV 쉴드 ","9,900","튜브형","피부진정, 화이트닝","40ml(g)","50","PA+++","모든피부용","자외선차단, 저자극, 쿨링감","로벡틴","14"
"573","클레어스 게리쏭 멀티 얼반 프로텍터","28,280","크림형","피부탄력","50ml(g)","SPF32","PA++","모든피부용","자외선차단, 보습, 주름개선","클레어스","3"
"574","로벡틴 스킨 이센셜즈 UV쉴드 틴티드 ","23,360","크림형","피부보호, 피부진정, 피부톤보정, 화이트닝, 백탁현상방지","40ml(g)","50","PA+++","모든피부용","자외선차단, 저자극, 흡수력, 밀착력, 주름개선","로벡틴","5"
"575","끌레드벨 프리미엄 선블록 선 팩 ","620","크림형","수분공급, 피부보호, 피부진정","2.5g","50","PA+++","모든피부용","자외선차단","끌레드벨","61"
"576","토소웅 소프트 터치 선크림","16,890",NA,"생기부여, 피부보호, 피부탄력, 백탁현상방지","45ml(g)","32","PA++","모든피부용","자외선차단, 저자극"," 토소웅","13"
"577","비에타 바디 선 에센스","36,500","크림형","피부진정","100ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 주름개선"," 비에타","5"
"578","A.H.C 더스트 어웨이 선 젤","25,000","젤형","수분공급, 피부보호, 피부탄력, 화이트닝","50ml(g)","35","PA++",NA,"자외선차단, 보습, 주름개선","A.H.C","5"
"579","이지듀EX 리페어 컨트롤 더블 쉴드 선크림","43,000","크림형","피부보호, 피부진정, 피부강화","50ml(g)","SPF50+","PA++++","모든피부용, 민감성","자외선차단, 보습","이지듀EX","2"
"580","다슈 데일리 라이트 핏 선젤","22,440","크림형","피부진정, 피부강화","50ml(g)","SPF50+","PA+++",NA,"자외선차단, 보습","다슈","70"
"581","로고나 산테 선로션","33,420",NA,"피부보호, 백탁현상방지","100ml(g)","15",NA,NA,"자외선차단, 저자극, 미네랄 함유, 발림성","로고나","7"
"582","A.H.C 프리미엄 하이드라 B5 선크림","14,490",NA,NA,"50ml(g)","50","PA+++","모든피부용","자외선차단, 비타민 함유, 메이크업베이스 겸용","A.H.C","29"
"583","순수코스메틱 퓨어파인 선크림","19,940","크림형","피부보호","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 보습, 주름개선"," 순수코스메틱","5"
"584","스킨푸드 알로에 워터리 쿨링 선 크림 ","13,750","크림형","수분공급, 피부보호, 피부진정","200g","50","PA++++","모든피부용","자외선차단, 쿨링감","스킨푸드","63"
"585","마몽드 에브리데이 선크림","7,680","튜브형","수분공급, 피부유연, 피부탄력","50ml(g)","50","PA+++","모든피부용","자외선차단","마몽드","10"
"586","VDL 스킨프로 브라이트닝 선 밀크","11,460",NA,"화이트닝","55ml(g)","50","PA+++","모든피부용","자외선차단","VDL","46"
"587","싸이닉 엔조이 워터 프루프 선크림","8,800","젤형","수분공급, 영양공급, 피부보호, 피부진정, 백탁현상방지","50ml(g)","50+","PA++++","모든피부용","워터프루프, 자외선차단, 지속력","싸이닉","11"
"588","니베아 프로텍트 앤 센서티브 선 로션","10,130","로션형","피부보호, 피부진정","200ml(g)","50","PA+++",NA,"자외선차단, 저자극, 무인공색소, 무인공향","니베아","113"
"589","모델로 엑스퍼트 선블록","29,640","튜브형","화이트닝","50ml(g)","50","PA+++","모든피부용","자외선차단","모델로","3"
"590","클레어스 미드데이 블루 선 로션","18,120","크림형","수분공급, 피부보호","50ml(g)","SPF40","PA++",NA,"자외선차단","클레어스","3"
"591","토니모리 더 화이트티 마일드 선 쿠션 oioi 에디션","6,900",NA,"피부보호, 피부톤보정","15ml(g)","50","PA++++","모든피부용, 민감성","워터프루프, 자외선차단, 저자극","토니모리","2"
"592","클라뷰 시티디펜스 톤체인지 선 쿠션","26,000","스틱형","피부보호","12ml(g)","SPF50+","PA++++",NA,"자외선차단"," 클라뷰","1"
"593","니베아 선 프로텍트 앤 리프레쉬 선 로션","9,350","로션형",NA,"200ml(g)","50","PA+++","모든피부용","자외선차단","니베아","5"
"594","아토팜 리얼 베리어 톤 업 선블록 센서티브 ","22,440","크림형","수분공급, 피부보호, 피부진정, 피부톤보정, 피부투명","40ml(g)","43","PA+++",NA,"자외선차단, 저자극","아토팜","2"
"595","네이처리퍼블릭 프로방스 카렌듈라 데일리 선 블럭","4,860","튜브형","수분공급, 피부톤보정, 화이트닝","57ml(g)","50","PA+++",NA,"자외선차단","네이처리퍼블릭","16"
"596","스킨푸드 흰 민들레 더마 마일드 선 로션","7,830","튜브형",NA,"50ml(g)","43","PA+++","모든피부용","자외선차단, 저자극, 지속력","스킨푸드","140"
"597","이켈 유브이 선블록 크림","2,060","크림형",NA,"70ml(g)","SPF50","PA+++","모든피부용","자외선차단"," 이켈","6"
"598","비욘드 트루에코 마일드 선크림","5,990","크림형",NA,"50ml(g)","SPF40","PA+++","모든피부용",NA," 비욘드","3"
"599","디엠에스 더모에센셜 울트라 라이트 선 블록","38,000",NA,"피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단, 미네랄 함유","디엠에스","9"
"600","리엔케이 UV 디펜스 에센스 선크림","19,400","튜브형","피부진정, 화이트닝","70ml(g)","50","PA+++","모든피부용","자외선차단, 밀착력","리엔케이","21"
"601","세라마인 더마 리뉴얼 썬블럭","38,220","크림형","수분공급, 영양공급, 피부보호","30ml(g)","SPF47","PA++",NA,"자외선차단, 저자극"," 세라마인","3"
"602","MISSHA 올 어라운드 세이프 블록 마일드 선","5,782",NA,NA,"50ml","30","PA++","민감성","자외선차단, 저자극, 미네랄 함유"," MISSHA","11"
"603","MISSHA 타임 레볼루션 화이트 큐어 블랑 톤업 선 프로텍터","10,610","튜브형","화이트닝","50ml(g)","50","PA+++",NA,"자외선차단","MISSHA","42"
"604","이니스프리 퍼펙트 UV 프로텍션 에센스 워터 베이스","8,940",NA,"수분공급, 피부보호, 피부진정, 피부결정돈","50ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 지속력","이니스프리","46"
"605","라끄베르 엔조이 선 샤인 롱래스팅 퍼펙트 선","6,070","튜브형","수분공급, 피부보호, 피부진정, 피부톤보정, 화이트닝","50ml(g)","50","PA+++",NA,"워터프루프, 자외선차단, 쿨링감, 보습, 주름개선","라끄베르","86"
"606","과일나라 헤리에타 백결 류 선블럭 ","6,300","튜브형","수분공급, 피부보호, 피부진정, 화이트닝","60ml(g)","50","PA+++","모든피부용","자외선차단, 발림성, 주름개선","과일나라","370"
"607","MISSHA 올 어라운드 세이프 블록 벨벳 피니쉬 선 밀크 ","8,400",NA,"수분공급, 영양공급, 피부보호, 피부진정, 피부톤보정","40ml(g)","50","PA++++",NA,"자외선차단"," MISSHA","75"
"608","핀코 UV 컨트롤 선블록","40,850","크림형","백탁현상방지","60ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선"," 핀코","5"
"609","더페이스샵 예화담 천삼송이 자생 선크림","12,500","튜브형","수분공급, 화이트닝","50ml(g)","50","PA++++",NA,"자외선차단, 주름개선","더페이스샵","48"
"610","랩코스 래스팅 워터프루프 선 크림","5,900",NA,NA,"50ml","50","PA++",NA,"워터프루프, 자외선차단","랩코스","16"
"611","폴라초이스 스킨 발란싱 선 스크린","27,990","튜브형","수분공급, 피부유연, 화이트닝","60ml(g)","30",NA,NA,"자외선차단, 주름개선","폴라초이스","3"
"612","A.H.C 더스트 어웨이 선 크림","45,000","크림형","수분공급, 피부보호","40ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선","A.H.C","1"
"613","차앤박 오메가 선블록","16,260","튜브형",NA,"60ml(g)","50","PA+++",NA,"자외선차단, 저자극, 밀착력","차앤박","9"
"614","웰스킨 멀티 액션 선 블록 로션","16,850","크림형",NA,"50ml(g)","SPF35","PA++","모든피부용","워터프루프, 자외선차단"," 웰스킨","7"
"615","더블유랩 화이트 썬","14,370","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선"," 더블유랩","6"
"616","투쿨포스쿨 온더무브 쿼드러플 UV 쉴드","13,310","크림형","백탁현상방지","80ml(g)","SPF50+","PA++++","모든피부용","워터프루프, 자외선차단"," 투쿨포스쿨","17"
"617","이니스프리 익스트림 세이프티 100 선 크림","10,800","튜브형",NA,"50ml(g)","50","PA+++",NA,"자외선차단","이니스프리","28"
"618","MISSHA 올-어라운드 세이프 블록 소프트 피니쉬 선밀크","7,620",NA,"피부유연, 피부투명, 피지조절","40ml(g)","50","PA+++",NA,"자외선차단, 흡수력"," MISSHA","14"
"619","더페이스샵 더 테라피 로얄 메이드 수분 블렌딩 선 ","9,500","크림형","수분공급, 피부보호, 화이트닝","55ml(g)","50","PA+++","모든피부용","자외선차단, 흡수력, 발림성, 주름개선","더페이스샵","66"
"620","산타마리아노벨라 크레마 솔라레","56,240","크림형",NA,"100ml(g)","SPF20","PA+++","민감성","자외선차단"," 산타마리아노벨라","22"
"621","메이크프렘 유브이 디펜스 미 블루 레이 선 젤","20,060","크림형","수분공급, 피부보호, 백탁현상방지","75ml(g)","SPF50+","PA++++",NA,"자외선차단, 주름개선"," 메이크프렘","1"
"622","프리메라 내추럴 선스크린","16,060","튜브형","수분공급, 피부보호, 피지조절","50ml(g)","50","PA+++",NA,"자외선차단","프리메라","15"
"623","이니스프리 익스트림 UV 프로텍션 젤 로션 60 워터 베이스","9,000","로션형","수분공급","50ml(g)","50","PA+++",NA,NA,"이니스프리","68"
"624","이니스프리 에코 세이프티 퍼펙트 선블럭","8,940","튜브형","수분공급","50ml(g)","50","PA+++","중건성","자외선차단","이니스프리","5"
"625","포니이펙트 프라임 프로텍트 선 베이스","20,900","크림형","피부진정, 백탁현상방지","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단","포니이펙트","22"
"626","시세이도 아넷사 퍼펙트 스무스 선스크린","27,500",NA,"수분공급, 피부보호","60ml(g)","50","PA++++",NA,"워터프루프, 자외선차단","시세이도","3"
"627","더프트앤도프트 유브이 퍼펙션 에브리데이 썬","21,480","크림형","수분공급","200ml(g)","SPF50+","PA++++","모든피부용","자외선차단"," 더프트앤도프트","4"
"628","눅스 화이트 데일리 UV 프로텍터","24,000",NA,NA,"30ml(g)","SPF30","PA+++",NA,"자외선차단","눅스","21"
"629","잇츠스킨 2PM 선블럭","7,310",NA,NA,"50ml(g)","50SPF","PA+++","민감성","워터프루프, 자외선차단, 지속력","잇츠스킨","21"
"630","코스모 비오젬 비앙벨 엠알피 슈퍼레이티브 선 프로텍트 크림","16,000","튜브형","피부활력, 피부보호","100ml(g)","50","PA+++",NA,"자외선차단","코스모","10"
"631","A.H.C 프리미엄 인텐스 선 크림","25,000","튜브형","피부보호, 피부탄력, 피부투명","40ml(g)","45","PA++",NA,"자외선차단, 저자극, 밀착력","A.H.C","5"
